Acct,Type,Date,Num,Name,Memo,Split,Debit,Credit,Net,AcctNum,FS_Group
Purchases  (Cost of Goods),Invoice,2018-06-05,71096,Miscellaneous - Retail:Anne Loomis,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,64.33,0.0,64.33,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,231.19,0.0,231.19,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,90.0,0.0,90.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,160.0,0.0,160.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,70.0,0.0,70.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,57.66,0.0,57.66,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,97.2,0.0,97.2,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Pendant Bar, Textured White, 50lbs max",Accounts Receivable,10.77,0.0,10.77,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",Accounts Receivable,32.14,0.0,32.14,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,24.0,0.0,24.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,6.34,0.0,6.34,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Fluorescent Lamp, T-5, Bipin",Accounts Receivable,6.0,0.0,6.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Halogen Lamp, Volts:3.5  Tubular",Accounts Receivable,2.5,0.0,2.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,9.5,0.0,9.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,20.0,0.0,20.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Flat Glass, (25 watt max) Polished Brass, 4 light",Accounts Receivable,48.49,0.0,48.49,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-07,71085,Cole Home Builders:Phase 1 - Lot 5,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,48.99,0.0,48.99,5040,COST OF SALES
Purchases  (Cost of Goods),Bill,2018-06-07,45674,Paulsen's Lighting,In bound shipments,Accounts Payable,125.0,0.0,125.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,1902.88,0.0,1902.88,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,375.0,0.0,375.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,643.27,0.0,643.27,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,700.0,0.0,700.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,961.04,0.0,961.04,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",Accounts Receivable,380.0,0.0,380.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",Accounts Receivable,240.0,0.0,240.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Halogen Lamp, 20 watts, Luminous Intensity",Accounts Receivable,60.0,0.0,60.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Halogen Lamp, Volts:3.5  Tubular",Accounts Receivable,25.0,0.0,25.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-10,71128,Kern Lighting Warehouse:Store #45,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",Accounts Receivable,950.0,0.0,950.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",Accounts Receivable,192.57,0.0,192.57,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Renaissance Collection, (100 watt max) Millstone Finish, One-light",Accounts Receivable,131.82,0.0,131.82,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,42.88,0.0,42.88,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,73.49,0.0,73.49,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,194.4,0.0,194.4,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,60.0,0.0,60.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,80.0,0.0,80.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,280.0,0.0,280.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,45.48,0.0,45.48,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,36.0,0.0,36.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,6.34,0.0,6.34,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Halogen Lamp, 20 watts, Luminous Intensity",Accounts Receivable,24.0,0.0,24.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,9.5,0.0,9.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-11,71070,Godwin Lighting Depot:Store #303,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,22.5,0.0,22.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,140.0,0.0,140.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,77.06,0.0,77.06,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,35.0,0.0,35.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,73.49,0.0,73.49,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",Accounts Receivable,60.0,0.0,60.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,37.0,0.0,37.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",Accounts Receivable,60.0,0.0,60.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",Accounts Receivable,100.0,0.0,100.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,11.37,0.0,11.37,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,70.0,0.0,70.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,97.2,0.0,97.2,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,89.21,0.0,89.21,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,36.0,0.0,36.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,9.5,0.0,9.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71080,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,12.5,0.0,12.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,60.0,0.0,60.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,52.5,0.0,52.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,97.2,0.0,97.2,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",Accounts Receivable,96.0,0.0,96.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,36.0,0.0,36.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,30.0,0.0,30.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",Accounts Receivable,65.19,0.0,65.19,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,45.0,0.0,45.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,64.33,0.0,64.33,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,70.0,0.0,70.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,6.34,0.0,6.34,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,23.75,0.0,23.75,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71081,Cole Home Builders:Phase 2 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,15.0,0.0,15.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,180.0,0.0,180.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,154.13,0.0,154.13,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,128.0,0.0,128.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,48.0,0.0,48.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,74.0,0.0,74.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,89.21,0.0,89.21,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",Accounts Receivable,152.0,0.0,152.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Domes, White, 59x21x6 5/8 ht, 120v HPF",Accounts Receivable,57.0,0.0,57.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Flat Glass, (25 watt max) Polished Brass, 4 light",Accounts Receivable,60.61,0.0,60.61,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-12,71114,Thompson Lighting Stores:Store #30,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,200.0,0.0,200.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,60.0,0.0,60.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,52.5,0.0,52.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,97.2,0.0,97.2,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",Accounts Receivable,96.0,0.0,96.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,36.0,0.0,36.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,30.0,0.0,30.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",Accounts Receivable,65.19,0.0,65.19,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,45.0,0.0,45.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,64.33,0.0,64.33,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,70.0,0.0,70.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,6.34,0.0,6.34,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,23.75,0.0,23.75,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-15,71082,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,15.0,0.0,15.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,180.0,0.0,180.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,154.13,0.0,154.13,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,128.0,0.0,128.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,48.0,0.0,48.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,74.0,0.0,74.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,89.21,0.0,89.21,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",Accounts Receivable,152.0,0.0,152.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Domes, White, 59x21x6 5/8 ht, 120v HPF",Accounts Receivable,57.0,0.0,57.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Flat Glass, (25 watt max) Polished Brass, 4 light",Accounts Receivable,60.61,0.0,60.61,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-06-28,71116,Thompson Lighting Stores:Store #50,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,200.0,0.0,200.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,60.0,0.0,60.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,52.5,0.0,52.5,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,75.0,0.0,75.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,97.2,0.0,97.2,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",Accounts Receivable,96.0,0.0,96.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,36.0,0.0,36.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,30.0,0.0,30.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",Accounts Receivable,65.19,0.0,65.19,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,45.0,0.0,45.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,64.33,0.0,64.33,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,70.0,0.0,70.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,6.34,0.0,6.34,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,23.75,0.0,23.75,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-05,71089,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,15.0,0.0,15.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-12,71079,Cole Home Builders:Phase 1 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,140.0,0.0,140.0,5040,COST OF SALES
Purchases  (Cost of Goods),Invoice,2018-07-12,71079,Cole Home Builders:Phase 1 - Lot 5,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,77.06,0.0,77.06,5040,COST OF SALES
